1040.0,79.99
1055.0,61.89
932.0,40.27
932.0,41.05
978.4,44.3
932.0,47.03
932.0,43.7
932.0,36.45
932.0,45.85
932.0,39.29
978.4,38.07
978.4,28.02
932.0,43.01
932.0,42.33
932.0,47.81
932.0,52.91
1047.0,39.36
932.0,56.14
932.0,40.56
932.0,42.62
932.0,41.84
1047.0,28.24
1047.0,8.06
1047.0,44.21
932.0,52.52
932.0,53.3
932.0,41.15
932.0,52.12
932.0,37.43
932.0,38.6
932.0,55.26
932.0,52.91
978.4,41.72
932.0,42.13
932.0,53.69
932.0,38.41
932.0,30.08
932.0,37.72
932.0,42.23
932.0,36.25
932.0,50.46
932.0,43.7
932.0,39.0
932.0,53.1
932.0,41.54
932.0,35.08
1047.0,15.05
932.0,40.76
932.0,26.26
932.0,32.82
932.0,39.78
932.0,46.93
932.0,33.12
932.0,49.19
1047.0,14.59
978.4,14.64
932.0,41.93
978.4,9.13
932.0,50.95
932.0,33.02
932.0,54.38
932.0,51.73
971.0,9.87
932.0,50.66
932.0,48.7
932.0,55.06
1047.0,44.7
932.0,30.28
932.0,40.86
1120.0,71.99
926.1,34.4
1046.9,28.8
852.1,33.4
936.0,36.3
852.1,29.0
852.1,37.8
852.1,40.2
852.1,33.4
852.1,28.1
852.1,41.3
852.1,33.4
852.1,25.2
946.8,41.1
944.7,35.3
942.7,28.3
1134.3,28.6
944.7,35.3
1004.6,24.4
944.7,35.3
884.9,39.3
944.7,40.6
944.7,35.3
944.7,24.1
926.1,46.2
1046.9,42.8
852.1,49.2
936.0,46.8
852.1,45.7
852.1,55.6
852.1,54.9
852.1,49.2
852.1,34.9
852.1,46.9
852.1,49.2
852.1,33.4
946.8,54.1
944.7,55.9
942.7,49.8
1134.3,47.1
944.7,55.9
1004.6,38.0
944.7,55.9
884.9,56.1
944.7,59.09
944.7,22.9
944.7,35.1
926.1,61.09
1046.9,59.8
852.1,60.29
936.0,61.8
852.1,56.7
852.1,68.3
852.1,66.9
852.1,60.29
852.1,50.7
852.1,56.4
852.1,60.29
852.1,55.5
946.8,68.5
944.7,71.3
942.7,74.7
1134.3,52.2
944.7,71.3
1004.6,67.7
944.7,71.3
884.9,66.0
944.7,74.5
944.7,71.3
944.7,49.9
926.1,63.4
1046.9,64.9
852.1,64.3
936.0,64.9
852.1,60.2
852.1,72.3
852.1,69.3
852.1,64.3
852.1,55.2
852.1,58.8
852.1,64.3
852.1,66.1
946.8,73.7
944.7,77.3
942.7,80.2
1134.3,54.9
944.7,77.3
1004.6,72.99
944.7,77.3
884.9,71.7
944.7,79.4
944.7,77.3
944.7,59.89
926.1,64.9
1046.9,66.6
852.1,65.2
936.0,66.7
852.1,62.5
852.1,74.19
852.1,70.7
852.1,65.2
852.1,57.6
852.1,59.2
852.1,65.2
852.1,68.1
946.8,75.5
944.7,79.3
1134.3,56.5
944.7,79.3
1004.6,76.8
944.7,79.3
884.9,73.3
944.7,82.6
944.7,79.3
944.7,67.8
967.1,11.58
967.1,24.45
967.1,24.89
967.1,29.45
967.1,40.71
947.0,10.38
947.0,22.14
947.0,22.84
947.0,27.66
947.0,34.56
1006.4,12.45
1006.4,24.99
1006.4,25.72
1006.4,33.96
1006.4,37.34
1090.0,15.04
1090.0,21.06
1090.0,26.4
1090.0,35.34
1090.0,40.57
1057.6,12.47
1057.6,20.92
1057.6,24.9
1057.6,34.2
1057.6,39.61
1029.4,10.03
1029.4,20.08
1029.4,24.48
1029.4,31.54
1029.4,35.34
1088.1,9.45
1088.1,22.72
1088.1,28.47
1088.1,38.56
1088.1,40.39
1058.6,10.76
1058.6,25.48
1058.6,21.54
1058.6,28.63
1058.6,33.54
1058.7,7.75
1058.7,17.82
1058.7,24.24
1058.7,32.85
1058.7,39.23
1065.8,18.0
1065.8,30.39
1065.8,45.71
1065.8,50.77
1065.8,53.9
1066.0,13.18
1066.0,17.84
1066.0,40.23
1066.0,47.13
1066.0,49.97
1028.1,13.36
1028.1,22.32
1028.1,24.54
1028.1,31.35
1028.1,40.86
949.9,19.93
949.9,25.69
949.9,30.23
949.9,39.59
949.9,44.3
956.9,13.82
956.9,24.92
956.9,29.22
956.9,38.33
956.9,42.35
1007.8,13.54
1007.8,26.31
1007.8,31.64
1007.8,42.55
1007.8,42.92
1003.8,13.33
1003.8,25.37
1003.8,37.4
1003.8,44.4
1003.8,47.74
1085.4,19.52
1085.4,31.35
1085.4,38.5
1085.4,45.08
1085.4,47.82
1056.4,15.44
1056.4,26.77
1056.4,33.73
1056.4,42.7
1056.4,45.84
1028.4,17.22
1028.4,29.93
1028.4,29.65
1028.4,36.97
1028.4,43.58
1028.4,13.12
1028.4,24.43
1028.4,32.66
1028.4,36.64
1028.4,44.21
1055.6,13.62
1055.6,21.6
1055.6,27.77
1055.6,35.57
1055.6,45.37
1059.4,7.32
1059.4,21.5
1059.4,31.27
1059.4,43.5
1059.4,48.67
1080.8,7.4
1080.8,23.51
1080.8,31.12
1080.8,39.15
1080.8,48.15
961.2,22.5
961.2,34.67
961.2,34.74
961.2,45.08
961.2,48.97
973.9,23.14
973.9,41.89
973.9,48.28
973.9,51.04
973.9,55.64
955.1,22.95
955.1,35.23
955.1,39.94
955.1,48.72
955.1,52.04
1006.0,21.02
1006.0,33.36
1006.0,33.94
1006.0,44.14
1006.0,45.37
987.8,15.36
987.8,28.68
987.8,30.85
987.8,42.03
987.8,51.06
987.8,21.78
987.8,42.29
987.8,50.6
987.8,55.83
987.8,60.95
1086.8,23.52
1086.8,42.22
1086.8,52.5
1086.8,60.32
1086.8,66.42
1053.6,23.8
1053.6,38.77
1053.6,51.33
1053.6,56.85
1053.6,58.61
1022.8,21.91
1022.8,36.99
1022.8,47.4
1022.8,51.96
1022.8,56.74
1053.5,17.57
1053.5,33.73
1053.5,40.15
1053.5,46.64
1053.5,50.08
1052.3,17.37
1052.3,33.7
1052.3,45.94
1052.3,51.43
1052.3,59.3
1061.7,30.45
1061.7,47.71
1061.7,63.14
1061.7,66.82
1061.7,66.95
1075.7,27.42
1075.7,35.96
1075.7,55.51
1075.7,61.99
1075.7,63.53
1014.3,18.02
1014.3,38.6
1014.3,52.2
1014.3,53.96
1014.3,56.63
1078.7,15.34
1078.7,26.05
1078.7,30.22
1078.7,37.27
1078.7,46.23
1003.5,16.28
1003.5,25.62
1003.5,31.97
1003.5,36.3
1003.5,43.06
966.0,67.57
1098.0,57.23
1130.0,81.75
1030.0,64.02
1030.0,78.8
801.0,41.37
855.0,60.28
920.0,56.83
870.0,51.02
903.0,55.55
1124.4,44.13
1124.4,39.38
967.0,55.65
996.0,47.28
967.0,44.33
1120.0,52.3
1145.0,49.25
801.0,41.37
833.0,29.16
824.0,39.4
981.0,39.3
860.0,67.87
1044.0,58.52
1031.0,53.58
1061.0,59.0
830.0,76.24
1033.0,69.84
1005.6,14.4
1005.8,19.42
1007.3,20.73
1006.3,14.94
1006.3,21.29
1006.2,23.08
1007.3,15.52
1007.2,15.82
1079.0,12.55
948.9,8.49
1043.6,15.61
998.0,12.18
1043.6,11.98
1005.6,16.88
1005.8,33.09
1007.3,34.24
1006.3,31.81
1006.3,29.75
1006.2,33.01
1007.3,32.9
1007.2,29.55
1079.0,19.42
948.9,24.66
1043.6,29.59
998.0,24.28
1043.6,20.73
1005.6,26.2
1005.8,46.39
1007.3,39.16
1006.3,41.2
1006.3,33.69
1006.2,38.2
1007.3,41.41
1007.2,37.81
1079.0,24.85
948.9,27.22
1043.6,44.64
998.0,37.27
1043.6,33.27
1005.6,36.56
1005.8,53.72
1007.3,48.59
1006.3,51.72
1006.3,35.85
1006.2,53.77
1007.3,53.46
1007.2,48.99
1079.0,31.72
948.9,39.64
1043.6,51.26
998.0,43.39
