-7.5,1640.0
0.4,1240.0
0.5,1480.0
-6.3,420.0
-2.6,1740.0
-3.3,370.0
-5.9,1260.0
-3.5,980.0
-2.1,640.0
-1.9,1380.0
-0.1,480.0
-2.8,430.0
-0.1,410.0
1.0,420.0
-2.4,520.0
-3.9,460.0
-5.6,530.0
-1.9,460.0
3.5,480.0
-1.8,510.0
-2.3,2180.0
-1.5,540.0
1.8,590.0
-4.9,570.0
-6.1,640.0
-8.1,630.0
-11.5,2590.0
-6.8,1710.0
-4.6,1760.0
-4.5,2420.0
-2.1,2410.0
-5.1,700.0
-3.8,2400.0
-4.4,2880.0
-5.5,1940.0
-6.8,820.0
-6.5,880.0
-9.1,940.0
-15.0,1860.0
-16.4,970.0
-16.8,1130.0
-10.0,800.0
-9.9,1280.0
-10.5,2020.0
-7.9,3120.0
-3.4,3070.0
-2.6,2860.0
-6.5,1220.0
-6.6,700.0
-7.8,2760.0
-9.4,3140.0
-9.3,3520.0
-8.4,3800.0
-8.3,580.0
-8.6,2920.0
-13.1,3580.0
-13.5,3740.0
-10.6,3760.0
-7.1,1400.0
-2.5,2740.0
-2.8,3400.0
-5.3,1660.0
-2.8,2920.0
3.1,1780.0
2.5,2680.0
-1.9,1840.0
-3.0,600.0
-3.3,1420.0
-2.5,3900.0
-0.6,4140.0
-2.5,780.0
-1.3,3720.0
-2.1,3180.0
-1.1,3840.0
0.1,3900.0
1.3,3060.0
1.1,3240.0
2.8,3230.0
1.8,1920.0
-3.0,1210.0
-1.1,4260.0
1.3,550.0
4.6,1200.0
-2.4,2220.0
-2.0,1980.0
2.8,530.0
2.6,960.0
0.3,1560.0
-1.0,2340.0
3.0,550.0
1.6,4910.0
1.8,3760.0
0.0,870.0
-2.4,3230.0
-2.4,1870.0
-1.4,1810.0
4.6,5140.0
7.9,4850.0
3.1,2370.0
-2.8,780.0
-7.4,2270.0
-7.5,4120.0
-6.8,5380.0
-0.5,3560.0
3.6,5440.0
3.1,3520.0
1.1,2298.0
-0.8,2941.0
-1.1,2610.0
0.1,2555.0
6.6,2883.0
0.0,1235.0
3.1,2662.0
3.9,1812.0
7.6,3791.0
5.5,3622.0
4.1,2856.0
5.1,813.0
6.9,1449.0
