42.0,43.51
76.0,41.33
70.0,36.78
43.0,-8.82
77.0,34.61
74.0,40.11
76.0,12.52
82.0,-35.18
81.0,48.12
70.0,40.24
72.0,25.4
76.0,26.19
60.0,23.71
78.0,13.09
74.0,53.97
81.0,50.83
77.0,17.25
56.0,6.48
61.0,27.44
64.0,-16.3
76.0,43.86
55.0,-24.66
73.0,-15.78
78.0,4.94
75.0,42.71
52.0,12.35
47.0,-3.38
58.0,11.54
53.0,3.86
71.0,45.42
49.0,4.36
53.0,12.11
80.0,49.42
79.0,-33.45
74.0,31.14
63.0,-11.7
55.0,-4.25
44.0,-4.33
80.0,9.92
50.0,5.33
78.0,45.8
78.0,23.0
80.0,35.17
78.0,50.08
79.0,55.68
55.0,11.58
73.0,18.48
75.0,-0.23
69.0,30.06
73.0,13.7
50.0,3.75
56.0,15.33
75.0,59.43
51.0,9.0
68.0,6.92
69.0,-18.14
81.0,60.17
82.0,48.86
78.0,4.93
75.0,-17.54
62.0,0.39
57.0,13.44
74.0,41.7
80.0,52.52
59.0,5.54
80.0,37.97
69.0,12.05
81.0,16.0
76.0,13.47
70.0,14.62
53.0,9.54
47.0,11.86
66.0,6.8
58.0,18.54
72.0,14.08
83.0,22.3
75.0,47.5
81.0,64.14
63.0,28.63
68.0,-6.19
69.0,35.71
60.0,33.32
79.0,53.34
80.0,31.79
82.0,41.9
74.0,18.0
84.0,35.68
72.0,31.94
69.0,51.18
56.0,-1.28
71.0,39.02
78.0,37.51
78.0,29.37
69.0,42.87
61.0,17.97
76.0,56.95
72.0,33.89
58.0,-29.3
44.0,6.31
75.0,32.88
76.0,54.69
80.0,49.61
81.0,22.18
75.0,42.0
56.0,-18.92
49.0,-13.99
75.0,3.15
63.0,4.17
52.0,12.65
80.0,35.9
81.0,14.6
62.0,18.07
75.0,-20.16
76.0,19.42
66.0,47.91
79.0,42.46
70.0,33.99
48.0,-25.97
63.0,19.74
61.0,-22.57
60.0,27.71
81.0,52.37
78.0,12.1
76.0,-22.28
80.0,-41.29
71.0,12.15
50.0,13.52
49.0,9.06
81.0,59.91
74.0,23.61
62.0,33.68
73.0,31.88
76.0,8.99
59.0,-9.47
72.0,-25.3
71.0,-12.09
71.0,14.58
77.0,52.22
79.0,38.71
80.0,18.45
74.0,25.29
70.0,47.01
79.0,-20.87
74.0,44.45
39.0,55.76
63.0,27.15
73.0,14.0
72.0,-13.83
65.0,0.34
73.0,24.67
62.0,14.7
75.0,44.8
42.0,8.47
79.0,1.29
77.0,48.21
79.0,46.05
61.0,-9.43
45.0,2.04
64.0,-25.75
82.0,40.42
74.0,6.92
73.0,13.2
57.0,15.63
72.0,5.82
57.0,-26.32
82.0,59.33
82.0,46.95
73.0,33.52
67.0,38.57
50.0,-6.17
73.0,13.76
55.0,-8.57
61.0,6.12
72.0,-21.14
72.0,10.66
74.0,36.81
71.0,39.94
67.0,37.95
46.0,0.31
73.0,50.44
79.0,24.48
80.0,51.5
79.0,38.89
81.0,18.34
78.0,-34.89
70.0,41.32
68.0,-17.74
75.0,10.5
72.0,21.03
59.0,15.36
42.0,-15.41
49.0,-17.82
